x, y, z
-8.2128e+07,-7.0882e+07,6.7106e+27
-8.3861e+07,4.4044e+07,3.698e+27
2.2815e+07,-6.3462e+07,4.1575e+27
8.1147e+07,-9.2174e+07,1.0142e+28
4.9211e+07,-5.8994e+07,4.0857e+27
4.9534e+07,5.2649e+07,3.3853e+27
1.2872e+07,5.272e+07,2.8209e+27
3.3597e+07,9.1738e+07,8.698e+27
5.1271e+07,-4.6704e+07,2.8384e+27
-7.8912e+06,-5.5222e+07,3.065e+27
-5.9547e+07,-6.8741e+07,5.6118e+27
-8.7684e+07,-5.7589e+07,5.2387e+27
-7.8999e+07,8.9835e+07,9.6305e+27
9.6884e+07,-1.8522e+06,2.35e+27
6.1409e+07,-4.0082e+07,2.5493e+27
-5.0911e+07,-4.3855e+06,6.6721e+26
9.4964e+07,-3.8346e+07,3.725e+27
-6.5159e+07,-3.5856e+07,2.3471e+27
-6.4921e+06,-3.276e+07,1.0838e+27
9.304e+07,6.6844e+06,2.2088e+27
-7.7096e+07,3.4302e+07,2.6626e+27
1.6937e+07,-6.3411e+07,4.0926e+27
-7.8606e+07,-7.1221e+07,6.6172e+27
4.6934e+07,-2.8542e+07,1.3653e+27
4.2684e+07,3.0304e+07,1.3738e+27
-6.0873e+07,-5.6935e+07,4.168e+27
-6.9974e+07,-1.1675e+05,1.2241e+27
4.6483e+07,5.2671e+07,3.3144e+27
-2.9072e+07,-5.6226e+07,3.3727e+27
-7.4219e+07,-6.289e+07,5.3323e+27
-4.294e+07,9.6658e+07,9.8037e+27
-5.6448e+07,-8.0673e+07,7.3048e+27
1.8889e+07,1.8781e+07,4.4193e+26
-4.3303e+07,7.6458e+07,6.3147e+27
-2.0468e+07,8.839e+07,7.9175e+27
2.8713e+07,-8.221e+07,6.9646e+27
-4.0024e+07,4.6865e+07,2.5968e+27
-1.558e+07,6.8851e+07,4.8012e+27
7.0614e+07,7.5882e+07,7.0046e+27
6.9966e+07,-6.1075e+07,4.954e+27
6.6015e+07,-8.2253e+07,7.855e+27
7.5369e+07,-9.8704e+07,1.1163e+28
-9.5038e+07,7.7822e+07,8.3143e+27
-3.4067e+07,1.6091e+07,5.4906e+26
-9.0683e+07,4.2599e+07,3.8705e+27
-5.8925e+07,1.9682e+07,1.2554e+27
9.551e+07,-4.4379e+07,4.2501e+27
6.0718e+05,-3.2136e+07,1.0328e+27
-1.7632e+07,1.475e+07,2.9527e+26
-3.7876e+07,9.3501e+07,9.1011e+27
5.2832e+07,2.5419e+07,1.344e+27
-8.0853e+07,-3.0805e+06,1.6438e+27
8.1104e+07,-3.7944e+07,3.0842e+27
-3.8825e+07,4.2295e+07,2.1657e+27
-7.4151e+07,-5.1743e+07,4.052e+27
7.782e+07,1.8247e+07,1.847e+27
1.1206e+07,-7.0314e+07,4.9754e+27
-1.3624e+06,9.1954e+07,8.456e+27
-6.387e+07,-7.5635e+07,6.7405e+27
-7.4454e+07,2.9488e+07,2.2554e+27
4.1947e+07,2.1737e+06,4.4462e+26
4.9394e+07,-9.1797e+07,9.0366e+27
-6.5363e+07,9.3705e+07,9.8487e+27
-1.8561e+07,5.8474e+07,3.5053e+27
-4.8922e+07,-5.0756e+07,3.1745e+27
8.6573e+06,9.2303e+07,8.5385e+27
4.5109e+07,1.4517e+07,7.1944e+26
5.9203e+07,-3.3081e+07,1.9706e+27
4.9463e+07,-7.5193e+07,6.2656e+27
7.8185e+06,2.3476e+06,2.0793e+25
7.8634e+07,-6.9048e+07,6.3134e+27
-5.2555e+07,-2.5434e+07,1.3374e+27
9.1712e+07,8.969e+07,1.0147e+28
-1.7847e+07,-1.6047e+07,3.3712e+26
9.4995e+07,2.6608e+07,2.964e+27
-8.5713e+07,5.021e+07,4.3577e+27
8.7483e+07,6.9301e+07,6.7159e+27
4.745e+07,-5.0309e+07,3.0939e+27
1.7899e+07,-3.0753e+07,1.0258e+27
-8.903e+07,6.2224e+07,5.8534e+27
5.1212e+07,1.8935e+07,1.0142e+27
8.6924e+07,2.9832e+07,2.7789e+27
7.0216e+07,-8.9609e+07,9.2623e+27
6.8265e+07,6.7096e+07,5.6669e+27
9.3313e+07,-4.4788e+07,4.1827e+27
-4.0695e+07,3.6361e+07,1.7361e+27
-6.3182e+07,-1.1811e+06,9.9939e+26
1.9497e+07,5.2154e+07,2.8151e+27
6.394e+07,-4.1697e+06,1.0395e+27
5.9078e+07,2.9905e+06,8.8149e+26
-5.3539e+07,-5.4397e+07,3.6757e+27
5.1442e+07,-6.8795e+07,5.3944e+27
1.1429e+07,-5.8016e+07,3.3985e+27
3.6751e+07,-2.7675e+07,1.1036e+27
-5.9712e+07,4.4111e+07,2.8371e+27
3.4223e+07,-4.4367e+07,2.2612e+27
-1.3885e+05,-3.6849e+07,1.3578e+27
3.3844e+07,-5.4061e+07,3.2089e+27
-6.9065e+07,-8.4144e+06,1.2633e+27
-9.1405e+07,-7.2608e+07,7.3606e+27
6.8463e+07,-5.2023e+07,3.8781e+27
-2.9565e+07,4.7838e+07,2.507e+27
7.2594e+07,-8.0216e+07,7.7521e+27
7.8966e+06,-6.81e+07,4.6532e+27
-9.0058e+07,-2.721e+07,2.768e+27
-4.8755e+07,-3.5672e+07,1.8668e+27
-9.003e+07,9.8532e+07,1.1735e+28
-2.2815e+06,4.4958e+07,2.0225e+27
-5.2095e+07,9.3611e+07,9.4415e+27
-8.2667e+07,-9.2981e+07,1.0354e+28
-9.0207e+07,4.4667e+06,2.0543e+27
-2.2871e+07,1.8296e+07,4.6552e+26
-7.1813e+07,4.5641e+07,3.3724e+27
-9.4372e+06,-2.5407e+07,6.6779e+26
4.7961e+07,4.855e+07,2.9322e+27
3.3683e+07,-8.6899e+07,7.8351e+27
-4.0173e+07,1.6612e+07,6.7942e+26
1.4145e+07,-3.0379e+07,9.7288e+26
1.3006e+06,-8.0639e+07,6.5031e+27
-4.7927e+07,-7.4718e+07,6.157e+27
-7.3244e+07,7.8952e+07,7.5746e+27
8.6308e+07,-4.7472e+07,4.1159e+27
8.4118e+06,2.0414e+07,4.344e+26
-5.3388e+07,3.1053e+07,1.6769e+27
-9.1195e+06,8.3644e+06,9.0754e+25
-5.0897e+07,-7.7552e+07,6.662e+27
4.5421e+07,-2.1624e+07,9.8334e+26
-8.4776e+07,-5.3756e+07,4.6864e+27
-6.5193e+07,7.0343e+07,6.0106e+27
-6.6072e+07,7.6158e+07,6.8914e+27
-5.9605e+07,-7.519e+06,9.4473e+26
-1.0805e+07,3.698e+07,1.3967e+27
-7.5674e+07,6.9672e+07,6.2858e+27
-9.4534e+07,-6.5311e+07,6.4997e+27
-6.1068e+07,-9.7518e+07,1.0442e+28
8.3288e+07,-5.2906e+07,4.5333e+27
2.3853e+07,-3.5505e+07,1.4029e+27
2.928e+06,-7.9233e+07,6.2801e+27
2.9623e+07,-4.3302e+07,2.0944e+27
6.2609e+07,4.6148e+07,3.1096e+27
9.0835e+07,3.4676e+07,3.2651e+27
-1.6432e+07,3.9122e+07,1.598e+27
3.6604e+07,2.4517e+07,9.3605e+26
-1.7253e+07,8.7093e+07,7.6595e+27
7.5371e+07,-89045,1.4202e+27
-1.3433e+07,9.7196e+07,9.4922e+27
9.5641e+06,1.6063e+07,2.8089e+26
-7.6051e+07,4.1047e+07,3.1308e+27
3.8844e+07,3.1255e+07,1.3541e+27
-5.6415e+07,3.5955e+07,2.0884e+27
6.992e+07,3.2859e+07,2.302e+27
5.6668e+07,2.2684e+07,1.3174e+27
6.6897e+07,1.5134e+07,1.3478e+27
-2.3664e+07,-5.979e+07,3.7149e+27
3.5037e+07,-2.9335e+07,1.1674e+27
-7.3488e+07,9.5239e+07,1.0421e+28
7.0698e+07,4.6686e+07,3.4291e+27
-3.3913e+07,-3.5899e+07,1.5763e+27
7.8324e+07,9.3466e+06,1.621e+27
1.0946e+07,-9.5835e+07,9.2144e+27
-6.5237e+07,-8.8714e+07,8.9341e+27
-4.4042e+07,-8.7829e+07,8.1989e+27
5.1243e+07,1.4542e+07,8.6795e+26
1.2543e+07,-8.9331e+07,8.0193e+27
2.3537e+07,-9.6849e+07,9.5182e+27
5.7533e+07,4.0192e+06,8.4366e+26
-5.4745e+07,7.3303e+07,6.1226e+27
-4.6435e+07,8.061e+06,6.0404e+26
8.5321e+07,-4.2e+07,3.5839e+27
-2.8794e+07,-3.7168e+07,1.5887e+27
1.3714e+07,7.656e+07,5.9085e+27
2.3546e+07,7.7708e+07,6.1771e+27
9.1311e+07,-6.6366e+07,6.4889e+27
-3.1822e+07,-7.617e+07,6.0551e+27
8.6889e+07,-8.4366e+07,9.005e+27
-2.689e+07,2.515e+07,8.1329e+26
-1.2514e+07,3.8455e+06,5.394e+25
4.4979e+07,-9.6587e+07,9.8349e+27
2.5714e+07,-7.0697e+07,5.1633e+27
-3.7016e+07,3.0069e+07,1.2467e+27
1.6756e+07,6.1949e+07,3.9079e+27
-7.2076e+07,5.2667e+07,4.0726e+27
3.3083e+07,4.4646e+07,2.2669e+27
-1.2698e+07,1.5409e+07,2.7774e+26
2.12e+07,-1.0991e+07,2.3315e+26
-8.8993e+07,-1.0378e+07,2.0876e+27
-5.5737e+07,1.813e+07,1.1053e+27
-7.0976e+07,-6.5177e+07,5.5074e+27
-9.483e+07,-3.8084e+07,3.6986e+27
-2.9714e+07,-3.112e+07,1.1892e+27
-1.0992e+07,-9.3695e+07,8.8089e+27
-6.8223e+07,-9.7544e+07,1.0678e+28
-6.6144e+07,-8.1664e+07,7.7627e+27
-6.1505e+07,4.3569e+07,2.844e+27
2.7585e+07,-5.6202e+07,3.3488e+27
-3.8608e+07,-7.4948e+07,5.9899e+27
5.6903e+07,7.9205e+07,7.083e+27
9.4792e+06,-2.17e+07,4.9335e+26
9.0204e+07,-8.2134e+07,8.7801e+27
5.3397e+07,7.2338e+07,5.9456e+27
-8.7904e+07,-6.8665e+07,6.6467e+27
9.7783e+07,-7.0673e+07,7.3851e+27
3.3909e+07,4.9921e+07,2.7795e+27
-8.8553e+06,-26009,1.9605e+25
-8.3819e+06,-1.2733e+07,1.7968e+26
-9.9387e+07,-6.6013e+06,2.513e+27
-6.1057e+07,5.0167e+07,3.4487e+27
-6.5398e+06,5.922e+07,3.5177e+27
8.231e+07,3.5369e+07,2.9447e+27
-7.9201e+07,-6.1388e+07,5.3367e+27
-9.6692e+07,-7.854e+07,8.5058e+27
-8.9823e+07,3.112e+07,2.9855e+27
-2.5314e+07,2.8859e+07,9.9304e+26
-8.6114e+07,9.4742e+07,1.083e+28
8.9458e+07,-4.4162e+07,3.9509e+27
6.0637e+07,-8.3433e+07,7.8802e+27
8.4927e+07,-9.2146e+07,1.0294e+28
3.5818e+07,-9.5371e+07,9.4163e+27
-2.4623e+06,2.8713e+07,8.2596e+26
-5.8318e+07,1.0565e+07,9.6185e+26
8.17e+07,1.6608e+07,1.9445e+27
-8.6765e+07,-3.1199e+07,2.8554e+27
2.174e+07,-8.6281e+07,7.5626e+27
5.5656e+07,-8.7158e+07,8.3709e+27
-7.3194e+07,9.9598e+07,1.1259e+28
3.4399e+07,6.3369e+07,4.3115e+27
-3.7703e+07,-1.7615e+07,6.6566e+26
6.3456e+07,6.6694e+07,5.4547e+27
4.3017e+07,-7.562e+07,6.1809e+27
1.7785e+06,-1.1706e+07,1.3783e+26
4.2336e+07,-9.3788e+07,9.2443e+27
-3.1459e+07,-8.0092e+07,6.6622e+27
-6.1118e+07,6.2826e+07,4.8809e+27
-5.5247e+07,5.5811e+07,3.8779e+27
5.4001e+07,8.596e+06,8.0293e+26
2.7926e+07,-2.0069e+07,5.9775e+26
1.8429e+07,6.4892e+07,4.2958e+27
-1.001e+07,7.7563e+07,6.0411e+27
-8.9386e+07,-3.8873e+07,3.5086e+27
4.6142e+07,3.7438e+07,1.9339e+27
-4.2693e+06,-5.2434e+06,3.205e+25
9.3075e+06,-1.5386e+07,2.5838e+26
2.1009e+07,1.0011e+07,2.1057e+26
1.8101e+07,2.6195e+07,7.6809e+26
-5.4313e+07,-3.9676e+07,2.3117e+27
-1.246e+07,-2.5893e+06,4.5514e+25
-6.5219e+07,4.5943e+07,3.1742e+27
-6.1249e+07,-7.7506e+07,6.945e+27
-4.4757e+07,-7.1768e+07,5.6514e+27
4.8973e+07,5.075e+06,6.2536e+26
5.0656e+07,7.8685e+07,6.8328e+27
-4.9997e+07,5.4257e+07,3.5687e+27
9.7603e+07,-3.2218e+07,3.4196e+27
2.1142e+05,-3.1584e+07,9.9754e+26
-2.8587e+07,-8.0266e+07,6.6469e+27
5.7378e+07,7.5194e+07,6.4773e+27
3.638e+07,4.3355e+07,2.2106e+27
6.7327e+07,-5.888e+06,1.1679e+27
6.6116e+07,7.5501e+07,6.7933e+27
7.3416e+07,-3.5278e+07,2.592e+27
3.0709e+07,-9.8975e+07,1.0032e+28
-8.7e+07,-2.4606e+07,2.4977e+27
-3.9339e+07,8.34e+07,7.3424e+27
5.9782e+07,1.3456e+06,8.9527e+26
2.6923e+07,5.0727e+05,1.8147e+26
-8.2848e+07,7.3743e+07,7.154e+27
1.0773e+07,-3.0738e+07,9.7383e+26
8.4896e+07,-6.2997e+07,5.7704e+27
5.4949e+07,-9.8259e+07,1.041e+28
3.5105e+07,9.5373e+07,9.4041e+27
5.0886e+07,6.2681e+07,4.5762e+27
6.8479e+07,-6.2088e+07,5.0273e+27
7.1319e+07,-8.2649e+07,8.1025e+27
-5.9799e+07,-7.9258e+07,7.1758e+27
-9.7525e+07,5.5809e+07,5.4924e+27
-5.8819e+07,3.9645e+07,2.4366e+27
9.8694e+07,6.9184e+07,7.2216e+27
4.6246e+07,-9.6545e+07,9.8557e+27
5.8927e+07,-6.4683e+06,9.0993e+26
-6.6302e+07,-7.905e+07,7.3479e+27
-4.4225e+07,4.0363e+07,2.1181e+27
5.4245e+07,5.1704e+07,3.4089e+27
-4.5176e+07,1.8954e+06,5.1382e+26
1.8953e+07,-6.2406e+07,3.9843e+27
-5.4255e+07,8.1186e+07,7.327e+27
-2.6243e+07,9.7768e+07,9.7309e+27
2.8461e+07,-9.5304e+07,9.2853e+27
2.4071e+07,9.4249e+06,2.3368e+26
7.8548e+07,-4.8458e+07,3.8906e+27
-6.3822e+07,5.2429e+07,3.7671e+27
-7.8433e+07,-1.8447e+07,1.8782e+27
8.7032e+07,7.5521e+07,7.5971e+27
-3.564e+06,4.598e+07,2.1174e+27
-6.9519e+06,4.673e+07,2.1958e+27
-6.7175e+07,-9.1616e+07,9.5216e+27
-2.5519e+07,-9.9953e+07,1.0153e+28
7.212e+07,-7.8124e+07,7.4037e+27
-3.0658e+07,-1.223e+07,3.8453e+26
-6.6551e+07,8.3921e+07,8.15e+27
8.3766e+07,2.7421e+07,2.5061e+27
-8.7277e+07,1.0433e+07,2.0132e+27
1.1019e+07,6.803e+07,4.6584e+27
3.1413e+06,-2.4865e+07,6.2072e+26
-8.5322e+07,-4.6461e+07,3.9786e+27
-5.2794e+07,4.8797e+07,3.078e+27
8.0583e+07,6.9753e+07,6.4889e+27
9.2844e+07,8.6568e+07,9.649e+27
-9.8227e+07,-4.4777e+07,4.4171e+27
1.6065e+07,-8.2686e+07,6.9014e+27
8.4103e+07,2.5496e+07,2.4184e+27
5.6452e+07,9.6878e+07,1.0182e+28
-4.2321e+07,4.8658e+06,4.7145e+26
5.0663e+07,7.1911e+07,5.8129e+27
5.4287e+07,8.6604e+07,8.237e+27
3.4865e+07,-2.7511e+07,1.0608e+27
4.7113e+07,7.7524e+07,6.5649e+27
3.0185e+06,6.8679e+07,4.719e+27
-4.2146e+07,-7.072e+07,5.4454e+27
4.5481e+07,2.6445e+07,1.2165e+27
6.0991e+07,-1.1032e+07,1.0517e+27
-1.716e+07,9.7839e+07,9.646e+27
8.091e+07,-2.0104e+07,2.0408e+27
9.6234e+07,2.7317e+06,2.3227e+27
-6.7425e+07,7.0695e+07,6.1342e+27
5.8976e+07,-6.9041e+07,5.6362e+27
-4.1683e+07,8.5915e+07,7.8158e+27
-3.6855e+07,-2.0353e+07,7.5383e+26
3.0582e+07,2.1582e+07,6.9961e+26
7.818e+07,-8.4977e+07,8.7491e+27
5.0739e+07,1.0105e+07,7.4573e+26
4.4695e+07,4.728e+07,2.7348e+27
8.3254e+07,4.1825e+06,1.7503e+27
-9.4618e+06,5.9414e+07,3.5524e+27
2.8928e+07,5.1161e+07,2.8267e+27
-3.289e+07,4.9359e+07,2.7067e+27
-6.3529e+07,-5.7034e+06,1.0415e+27
9.6118e+07,-4.7754e+07,4.5901e+27
6.0369e+07,-8.2402e+06,9.7901e+26
9.0803e+07,9.6864e+07,1.1444e+28
4.5981e+07,-4.6115e+07,2.6552e+27
-3.6618e+07,1.8531e+07,6.7862e+26
-3.4682e+07,2.2783e+07,8.1978e+26
6.7652e+07,-9.3663e+07,9.9169e+27
-8.4469e+07,-2.1375e+07,2.2407e+27
4.7367e+07,-6.8903e+07,5.3085e+27
-5.2349e+07,7.8803e+07,6.895e+27
-9.6558e+07,-2.4489e+07,2.9306e+27
-6.6205e+07,1.1855e+07,1.2363e+27
-6.8711e+07,4.0663e+07,2.8338e+27
2.0325e+05,-2.3259e+07,5.4099e+26
2.7621e+07,-3.5328e+07,1.4388e+27
-9.377e+07,1.1386e+07,2.3279e+27
8.3503e+07,-9.2228e+07,1.0249e+28
-6.6078e+07,3.799e+07,2.5348e+27
7.5643e+07,8.8613e+06,1.509e+27
-9.9473e+07,-6.6179e+07,6.8534e+27
-3.3639e+07,3.8119e+07,1.7359e+27
8.8291e+07,-9.467e+07,1.0911e+28
-2.1591e+06,9.532e+07,9.087e+27
8.3118e+07,-5.46e+07,4.7083e+27
7.2607e+07,8.3854e+07,8.3494e+27
-8.2368e+07,3.0319e+06,1.7053e+27
8.0807e+07,-3.7496e+07,3.0384e+27
-7.6581e+07,-4.3707e+06,1.4853e+27
-8.0156e+06,-4.1557e+07,1.743e+27
-9.7639e+07,7.5385e+07,8.0663e+27
1.0767e+06,-7.1054e+07,5.049e+27
-8.0493e+07,7.3824e+07,7.0698e+27
3.5223e+07,-9.9924e+07,1.0295e+28
8.1483e+05,6.8097e+07,4.6373e+27
5.5386e+07,1.2235e+07,9.166e+26
-5.6902e+07,-5.1348e+07,3.446e+27
2.2191e+07,5.8625e+07,3.56e+27
-6.9246e+07,2.5547e+07,1.8514e+27
8.3223e+07,-4.2086e+07,3.5028e+27
-3.448e+07,-7.6477e+07,6.146e+27
-4.0744e+07,-4.3664e+07,2.3215e+27
8.7008e+07,-3.979e+07,3.4758e+27
5.9552e+07,7.6841e+07,6.7912e+27
3.0727e+07,6.546e+07,4.521e+27
-7.4816e+07,-6.0392e+06,1.4358e+27
4.4119e+07,-9.2841e+07,9.106e+27
-5.3926e+07,8.3814e+07,7.7517e+27
-3.9231e+07,3.1871e+07,1.4005e+27
-7.9926e+07,1.5539e+07,1.8385e+27
4.2994e+07,1.5305e+07,6.9638e+26
-6.5782e+07,6.0004e+07,4.6823e+27
7.7317e+07,3.5787e+07,2.7752e+27
-7.4189e+07,4.313e+07,3.2362e+27
3.1314e+06,4.725e+07,2.2351e+27
-9.7687e+07,2.5629e+07,3.0425e+27
-3.3846e+07,3.8642e+07,1.7796e+27
3.2981e+07,-5.2853e+07,3.0654e+27
9.8776e+07,-3.389e+06,2.4507e+27
-2.0021e+06,-5.0345e+07,2.5357e+27
-1.2156e+07,-6.4682e+07,4.2207e+27
-1.5772e+07,8.1989e+07,6.7844e+27
-8.4142e+07,-5.696e+07,5.0145e+27
-1.2761e+07,-6.5445e+07,4.3238e+27
9.5e+07,-5.9096e+07,5.7486e+27
-1.942e+07,7.412e+07,5.588e+27
-5.1515e+07,6.8643e+07,5.3752e+27
1.3088e+06,3.3033e+07,1.0916e+27
2.5451e+07,5.1825e+07,2.8478e+27
2.5973e+07,-8.6238e+07,7.6056e+27
6.5637e+07,-4.8042e+07,3.3851e+27
7.7433e+07,-9.3748e+07,1.0288e+28
-7.9947e+07,-7.2431e+07,6.8441e+27
9.0785e+07,-2.6978e+07,2.7883e+27
-4.6917e+07,2.9667e+06,5.5909e+26
7.6802e+07,-3.0037e+07,2.3769e+27
9.1594e+07,-1.8576e+07,2.4424e+27
7.3281e+07,-2.9598e+07,2.2186e+27
7.1514e+07,-9.414e+06,1.3672e+27
-3.9547e+07,-1.2512e+07,5.4754e+26
-6.4757e+07,1.3091e+07,1.2197e+27
-4.606e+07,8.7888e+07,8.2547e+27
-7.345e+07,5.9525e+07,4.892e+27
-7.0087e+07,-6.0008e+07,4.8291e+27
-8.2907e+07,-6.8247e+07,6.376e+27
-8.5157e+07,-3.8871e+07,3.3239e+27
-1.9704e+07,-6.4104e+06,1.3816e+26
-3.9851e+07,-5.3504e+06,4.2564e+26
-1.9526e+07,-3.9138e+07,1.6271e+27
1.0404e+07,6.4045e+07,4.1289e+27
8.6537e+06,4.5907e+07,2.1262e+27
-8.5627e+07,4.0443e+07,3.4687e+27
-6.992e+07,8.0831e+06,1.2875e+27
-4.5025e+07,-1.4251e+07,7.099e+26
3.7773e+07,-2.3963e+07,9.3094e+26
4.4264e+07,-9.5493e+07,9.6088e+27
-8.9051e+07,-9.1076e+07,1.0277e+28
4.5097e+07,-4.9061e+07,2.9154e+27
6.5622e+07,-5.7376e+07,4.3686e+27
6.3931e+07,-3.0826e+07,1.972e+27
-2.7276e+07,3.0763e+07,1.1323e+27
8.2203e+07,-7.5117e+07,7.332e+27
9.8005e+07,1.9504e+07,2.7816e+27
5.6219e+07,-5.582e+07,3.906e+27
8.9026e+06,4.5056e+06,4.0114e+25
8.006e+07,-8.367e+07,8.6031e+27
3.2399e+07,5.3111e+07,3.0832e+27
8.354e+07,-2.8017e+07,2.5297e+27
3.9559e+07,9.7165e+07,9.8324e+27
-8.0028e+07,-7.461e+07,7.1678e+27
-9.8001e+07,2.8497e+07,3.2131e+27
6.9585e+07,-3.2198e+06,1.2209e+27
-5.7592e+07,-5.4022e+07,3.7476e+27
-5.8726e+07,-2.4927e+07,1.4836e+27
-7.781e+07,4.2004e+07,3.2779e+27
2.5747e+07,1.9952e+06,1.6971e+26
1.6313e+07,-6.9286e+06,1.1453e+26
-8.7486e+07,8.2158e+07,8.6635e+27
-4.2645e+07,7.7244e+06,5.1432e+26
3.6063e+07,6.1901e+06,3.6346e+26
-4.0615e+06,1.6526e+07,2.7725e+26
3.165e+07,5.4628e+07,3.2346e+27
-8.139e+07,3.599e+07,2.9513e+27
5.0405e+06,6.0938e+07,3.7197e+27
-7.1238e+07,8.3502e+06,1.3384e+27
8.0634e+07,8.2681e+07,8.4616e+27
-4.9081e+07,5.8769e+07,4.056e+27
-9.3071e+07,2.0004e+05,2.1656e+27
9.8108e+07,-8.3338e+07,9.3515e+27
6.9265e+07,-2.5551e+07,1.8523e+27
1.6322e+07,3.9566e+07,1.6321e+27
-6.6025e+07,-5.6112e+07,4.2384e+27
3.5065e+07,9.4839e+06,3.9734e+26
-4.924e+06,-8.7794e+07,7.7139e+27
-7.8987e+06,-6.1597e+07,3.8097e+27
-7.8856e+07,-7.9473e+07,7.8705e+27
-3.2483e+07,5.0449e+06,2.8925e+26
-9.1942e+05,5.4638e+07,2.9855e+27
1.337e+07,-5.7743e+07,3.3789e+27
-6.0554e+07,4.242e+07,2.7162e+27
8.0176e+07,8.0546e+07,8.0947e+27
4.1606e+07,-2.8307e+07,1.2341e+27
3.6009e+06,4.4683e+07,1.9998e+27
-8.2267e+07,-5.2062e+07,4.4024e+27
-9.4963e+06,-6.9581e+07,4.8641e+27
8.1996e+07,8.9729e+07,9.7321e+27
-7.9562e+07,-6.9941e+07,6.4743e+27
-5.452e+07,-4.499e+07,2.7672e+27
7.5252e+07,9.7742e+06,1.5113e+27
-5.8542e+07,7.5418e+07,6.5446e+27
-4.7938e+07,-6.1475e+07,4.3537e+27
3.5914e+07,4.4721e+07,2.3224e+27
4.6256e+07,-5.0299e+07,3.0649e+27
-9.3402e+07,9.5602e+07,1.1321e+28
-4.272e+07,-3.237e+07,1.504e+27
3.4774e+07,8.8109e+07,8.0656e+27
9.812e+07,2.1498e+07,2.869e+27
-7.8721e+07,-1.3416e+07,1.7292e+27
3.1914e+07,-5.1777e+07,2.9354e+27
-8.0978e+07,-4.2259e+07,3.4252e+27
7.1157e+07,4.222e+07,3.0484e+27
3.5635e+07,8.701e+07,7.8882e+27
1.7927e+07,-6.8218e+07,4.734e+27
-7.4172e+07,5.1571e+07,4.035e+27
3.8105e+07,5.5938e+07,3.492e+27
-3.7107e+07,-3.5481e+07,1.6031e+27
-6.9767e+07,1.3258e+07,1.3927e+27
-9.8211e+07,-7.5463e+05,2.4119e+27
-1.4294e+07,-3.7249e+07,1.4386e+27
1.8961e+07,-7.7957e+06,1.5065e+26
7.3457e+07,7.1604e+07,6.4761e+27
3.7927e+07,3.0247e+07,1.2745e+27
9.3184e+07,-6.5033e+07,6.4001e+27
-6.6193e+07,-4.6844e+07,3.2897e+27
1.8708e+07,9.6522e+07,9.404e+27
1.0429e+07,-9.109e+07,8.3246e+27
8.2494e+07,-1.4768e+07,1.9194e+27
6.0654e+07,9.2142e+07,9.4099e+27
-4.9277e+07,-2.7996e+07,1.3908e+27
9.3977e+07,2.9024e+07,3.0503e+27
-1.3769e+07,-4.0445e+07,1.6832e+27
7.3121e+07,-7.7622e+06,1.3969e+27
-4.0832e+07,8.7573e+07,8.0858e+27
-7.8941e+07,4.6094e+07,3.6826e+27
-7.0513e+07,-7.1822e+07,6.4015e+27
9.8918e+07,-5.8103e+05,2.4465e+27
-4.5283e+07,4.0851e+07,2.1815e+27
-5.7236e+07,-7.4348e+07,6.3467e+27
8.6938e+07,6.5663e+07,6.2012e+27
3.7872e+07,4.8114e+07,2.6735e+27
-7.3899e+07,7.0577e+07,6.3464e+27
2.0989e+07,-5.8964e+07,3.5869e+27
8.7938e+06,-5.9026e+07,3.5034e+27
3.5714e+06,1.2409e+07,1.5718e+26
6.356e+07,-7.3723e+07,6.4451e+27
1.7765e+07,-6.6901e+07,4.5547e+27
-7.8452e+07,-3.9506e+06,1.5543e+27
8.9023e+07,7.776e+07,8.0279e+27
-7.2997e+07,-7.3735e+07,6.7689e+27
-3.7992e+07,-6.7214e+06,4.0602e+26
6.2944e+07,-8.3024e+07,7.8835e+27
5.0279e+07,2.5124e+06,6.3832e+26
8.0304e+07,5.1988e+07,4.315e+27
-9.2291e+07,7.6643e+07,8.0035e+27
-4.4005e+07,4.7999e+07,2.788e+27
-6.4714e+07,-5.1468e+07,3.6959e+27
5.5403e+07,8.736e+07,8.3992e+27
-4.9256e+07,6.9216e+07,5.3974e+27
-2.8881e+07,-9.467e+07,9.171e+27
6.3665e+07,3.7479e+07,2.418e+27
-1.3082e+07,1.6561e+07,3.1705e+26
-4.2885e+07,8.1649e+07,7.1263e+27
3.474e+07,5.6955e+07,3.5456e+27
-6.0226e+07,6.2635e+07,4.8299e+27
8.3538e+07,-4.8761e+07,4.1223e+27
1.1823e+07,8.0361e+07,6.4929e+27
-6.645e+07,-7.1616e+07,6.2328e+27
8.9354e+07,6.1963e+07,5.8354e+27
-5.3054e+07,-4.0029e+07,2.306e+27
5.9823e+07,5.2953e+07,3.6987e+27
8.4187e+07,-1.2225e+07,1.9213e+27
6.0648e+07,1.3274e+07,1.0957e+27
-3.293e+07,2.5445e+07,9.1856e+26
4.78e+07,9.9394e+07,1.045e+28
2.3383e+07,1.2233e+07,2.8634e+26
-3.9336e+07,-7.0126e+07,5.3045e+27
-1.2782e+07,-8.243e+07,6.8356e+27
-4.954e+05,4.7648e+07,2.2704e+27
-1.7613e+07,8.1561e+07,6.7297e+27
4.3742e+07,-7.9062e+07,6.7291e+27
-6.6829e+06,6.9779e+07,4.8803e+27
6.5469e+07,7.6753e+07,6.9626e+27
